NGC1 00 07 15.9 +27 42 32 7.0 7.0
NGC2 00 07 17.2 +27 40 46 7.0 7.0
NGC3 00 07 16.7 +08 18 05 7.0 7.0
NGC4 00 07 24.4 +08 22 22 7.0 7.0
NGC5 00 07 48.8 +35 21 44 7.0 7.0
NGC6 00 09 32.8 +33 18 34 7.0 7.0
NGC8 00 08 45.7 +23 50 16 7.0 7.0
NGC9 00 08 54.7 +23 49 04 7.0 7.0
NGC11 00 08 42.4 +37 26 52 7.0 7.0
NGC12 00 08 44.8 +04 36 47 7.0 7.0
NGC13 00 08 48.0 +33 26 03 7.0 7.0
NGC14 00 08 46.3 +15 48 56 7.0 7.0
NGC15 00 09 02.4 +21 37 28 7.0 7.0
NGC16 00 09 04.6 +27 43 50 7.0 7.0
NGC18 00 09 23.0 +27 43 56 7.0 7.0
NGC19 00 10 40.9 +32 58 58 7.0 7.0
NGC20 00 09 32.8 +33 18 34 7.0 7.0
NGC21 00 10 46.9 +33 21 10 7.0 7.0
NGC22 00 09 48.1 +27 49 57 7.0 7.0
NGC23 00 09 53.4 +25 55 25 7.0 7.0
NGC26 00 10 25.9 +25 49 51 7.0 7.0
NGC27 00 10 32.9 +28 59 50 7.0 7.0
NGC29 00 10 46.9 +33 21 10 7.0 7.0
NGC30 00 10 50.7 +21 58 37 7.0 7.0
NGC32 00 10 53.5 +18 47 45 7.0 7.0
NGC33 00 10 56.6 +03 40 33 7.0 7.0
NGC36 00 11 22.3 +06 23 21 7.0 7.0
NGC39 00 12 18.9 +31 03 40 7.0 7.0
NGC40 00 13 00.9 +72 31 20 38 35
NGC41 00 12 47.9 +22 01 25 7.0 7.0
NGC42 00 12 56.3 +22 06 02 7.0 7.0
NGC43 00 13 00.9 +30 54 57 7.0 7.0
NGC44 00 13 13.3 +31 17 11 7.0 7.0
NGC46 00 14 09.9 +05 59 16 7.0 7.0
NGC48 00 14 02.0 +48 14 06 7.0 7.0
NGC49 00 14 22.3 +48 14 48 7.0 7.0
NGC51 00 14 34.7 +48 15 20 7.0 7.0
NGC52 00 14 40.2 +18 34 48 7.0 7.0
NGC56 00 15 20.6 +12 26 40 7.0 7.0
NGC57 00 15 30.7 +17 19 38 7.0 7.0
NGC63 00 17 45.5 +11 26 58 7.0 7.0
NGC67 00 18 12.5 +30 03 19 7.0 7.0
NGC68 00 18 18.5 +30 04 17 7.0 7.0
NGC69 00 18 20.5 +30 02 23 7.0 7.0
NGC70 00 18 22.5 +30 04 46 7.0 7.0
NGC71 00 18 23.5 +30 03 47 7.0 7.0
NGC72 00 18 28.3 +30 02 26 7.0 7.0
NGC74 00 18 49.3 +30 03 41 7.0 7.0
NGC75 00 19 25.7 +06 26 53 7.0 7.0
NGC76 00 19 37.7 +29 56 01 7.0 7.0
NGC79 00 21 02.9 +22 34 00 7.0 7.0
NGC80 00 21 10.9 +22 21 26 7.0 7.0
NGC81 00 21 13.3 +22 22 58 7.0 7.0
NGC82 00 21 17.4 +22 27 41 7.0 7.0
NGC83 00 21 22.5 +22 26 01 7.0 7.0
NGC84 00 21 21.3 +22 37 03 7.0 7.0
NGC85 00 21 25.6 +22 30 43 7.0 7.0
NGC86 00 21 28.7 +22 33 23 7.0 7.0
NGC90 00 21 51.4 +22 24 00 7.0 7.0
NGC91 00 21 51.7 +22 22 06 7.0 7.0
NGC93 00 22 03.3 +22 24 29 7.0 7.0
NGC94 00 22 13.5 +22 28 59 7.0 7.0
NGC95 00 22 14.1 +10 29 28 7.0 7.0
NGC96 00 22 17.7 +22 32 47 7.0 7.0
NGC97 00 22 30.0 +29 44 43 7.0 7.0
NGC99 00 23 59.6 +15 46 10 7.0 7.0
NGC100 00 24 02.5 +16 29 09 7.0 7.0
NGC103 00 25 17.4 +61 19 19 7.0 7.0
NGC105 00 25 16.9 +12 53 07 7.0 7.0
NGC108 00 25 59.7 +29 12 43 7.0 7.0
NGC109 00 26 14.5 +21 48 26 7.0 7.0
NGC110 00 27 25.0 +71 23 30 7.0 7.0
NGC112 00 26 48.5 +31 42 14 7.0 7.0
NGC125 00 28 50.3 +02 50 19 7.0 7.0
NGC126 00 29 08.1 +02 48 40 7.0 7.0
NGC127 00 29 12.3 +02 52 21 7.0 7.0
NGC128 00 29 15.1 +02 51 51 7.0 7.0
NGC129 00 29 54.1 +60 12 35 7.0 7.0
NGC130 00 29 18.5 +02 52 14 7.0 7.0
NGC132 00 30 10.6 +02 05 35 7.0 7.0
NGC133 00 31 16.9 +63 21 10 7.0 7.0
NGC136 00 31 30.7 +61 30 34 7.0 7.0
NGC137 00 30 57.4 +10 12 26 7.0 7.0
NGC138 00 30 59.2 +05 09 36 7.0 7.0
NGC139 00 31 06.3  +5 04 44 7.0 7.0
NGC140 00 31 20.3 +30 47 32 7.0 7.0
NGC141 00 31 17.5 +05 10 47 7.0 7.0
NGC146 00 33 03.9 +63 18 33 7.0 7.0
NGC147 00 33 12.0 +48 30 31 13.2 7
NGC149 00 33 50.3 +30 43 25 7.0 7.0
NGC160 00 36 04.1 +23 57 29 7.0 7.0
NGC162 00 36 09.2 +23 57 45 7.0 7.0
NGC164 00 36 33.0 +02 45 03 7.0 7.0
NGC169 00 36 51.9 +23 59 23 7.0 7.0
NGC180 00 37 57.6 +08 38 05 7.0 7.0
NGC181 00 38 23.6 +29 28 15 7.0 7.0
NGC182 00 38 12.4 +02 43 42 7.0 7.0
NGC183 00 38 29.7 +29 30 35 7.0 7.0
NGC184 00 38 36.2 +29 26 47 7.0 7.0
NGC185 00 38 58.1 +48 20 27 11.7 10
NGC186 00 38 25.3 +03 09 59 7.0 7.0
NGC188 00 47 29.7 +85 14 29 7.0 7.0
NGC189 00 39 35.7 +61 05 40 7.0 7.0
NGC190 00 38 54.7 +07 03 45 7.0 7.0
NGC193 00 39 18.5 +03 19 52 7.0 7.0
NGC194 00 39 18.3 +03 02 14 7.0 7.0
NGC198 00 39 23.0 +02 47 52 7.0 7.0
NGC199 00 39 33.1 +03 08 19 7.0 7.0
NGC200 00 39 34.9 +02 53 17 7.0 7.0
NGC202 00 39 39.7 +03 32 08 7.0 7.0
NGC203 00 39 39.5 +03 26 34 7.0 7.0
NGC204 00 39 44.1 +03 17 58 7.0 7.0
NGC205 00 40 21.9 +41 41 26 21.9 11
NGC206 00 40 31.3 +40 44 22 7.0 7.0
NGC208 00 40 17.5 +02 45 23 7.0 7.0
NGC211 00 39 39.5 +03 26 34 7.0 7.0
NGC213 00 40 10.1 +16 28 08 7.0 7.0
NGC214 00 41 28.2 +25 30 00 7.0 7.0
NGC218 00 41 44.9 +36 21 26 7.0 7.0
NGC221 00 42 41.8 +40 51 52 8.7 7.0
NGC224 00 42 44.3 +41 16 06 190.5 7.0
NGC225 00 43 32.3 +61 47 25 7.0 7.0
NGC226 00 42 54.1 +32 34 51 7.0 7.0
NGC228 00 42 54.5 +23 30 10 7.0 7.0
NGC229 00 43 04.7 +23 30 32 7.0 7.0
NGC233 00 43 36.5 +30 35 15 7.0 7.0
NGC234 00 43 32.4 +14 20 35 7.0 7.0
NGC236 00 43 27.5 +02 57 31 7.0 7.0
NGC240 00 45 01.9 +06 06 47 7.0 7.0
NGC243 00 46 01.3 +29 57 31 7.0 7.0
NGC250 00 47 16.1 +07 54 36 7.0 7.0
NGC251 00 47 53.9 +19 35 48 7.0 7.0
NGC252 00 48 01.5 +27 37 26 7.0 7.0
NGC257 00 48 01.5 +08 17 48 7.0 7.0
NGC258 00 48 12.8 +27 39 24 7.0 7.0
NGC260 00 48 34.7 +27 41 33 7.0 7.0
NGC262 00 48 47.2 +31 57 26 7.0 7.0
NGC266 00 49 48.1 +32 16 43 7.0 7.0
NGC272 00 51 25.1 +35 49 18 7.0 7.0
NGC278 00 52 04.5 +47 33 02 7.0 7.0
NGC280 00 52 29.9 +24 21 01 7.0 7.0
NGC281 00 52 59.3 +56 37 19 25 30
NGC282 00 52 42.2 +30 38 21 7.0 7.0
NGC287 00 53 28.3 +32 28 56 7.0 7.0
NGC295 00 55 07.8 +31 32 30 7.0 7.0
NGC296 00 55 07.6 +31 32 32 7.0 7.0
NGC304 00 56 06.5 +24 07 30 7.0 7.0
NGC305 00 56 20.9 +12 03 54 7.0 7.0
NGC311 00 57 32.7 +30 16 47 7.0 7.0
NGC313 00 57 45.6 +30 21 58 7.0 7.0
NGC315 00 57 48.8 +30 21 09 7.0 7.0
NGC316 00 57 52.4 +30 21 16 7.0 7.0
NGC317 00 57 40.4 +43 47 31 7.0 7.0
NGC318 00 58 05.1 +30 25 32 7.0 7.0
NGC326 00 58 22.7 +26 51 56 7.0 7.0
NGC332 00 58 49.1 +07 06 41 7.0 7.0
NGC338 01 00 36.1 +30 40 07 7.0 7.0
NGC354 01 03 16.8 +22 20 32 7.0 7.0
NGC358 01 05 10.9 +62 01 14 7.0 7.0
NGC366 01 06 25.9 +62 13 44 7.0 7.0
NGC370 01 06 44.5 +32 25 44 7.0 7.0
NGC372 01 06 44.5 +32 25 44 7.0 7.0
NGC373 01 06 58.8 +32 18 32 7.0 7.0
NGC374 01 07 05.5 +32 47 47 7.0 7.0
NGC375 01 07 05.9 +32 20 53 7.0 7.0
NGC379 01 07 15.6 +32 31 13 7.0 7.0
NGC380 01 07 17.5 +32 28 59 7.0 7.0
NGC381 01 08 14.9 +61 35 00 7.0 7.0
NGC382 01 07 23.9 +32 24 15 7.0 7.0
NGC383 01 07 24.9 +32 24 45 7.0 7.0
NGC384 01 07 24.9 +32 17 34 7.0 7.0
NGC385 01 07 27.1 +32 19 12 7.0 7.0
NGC386 01 07 31.3 +32 21 43 7.0 7.0
NGC387 01 07 33.0 +32 23 28 7.0 7.0
NGC388 01 07 47.1 +32 18 35 7.0 7.0
NGC389 01 08 29.7 +39 41 40 7.0 7.0
NGC390 01 07 54.4 +32 25 58 7.0 7.0
NGC392 01 08 23.3 +33 08 00 7.0 7.0
NGC393 01 08 36.7 +39 38 35 7.0 7.0
NGC394 01 08 26.1 +33 08 53 7.0 7.0
NGC396 01 08 08.4 +04 31 51 7.0 7.0
NGC397 01 08 31.2 +33 06 33 7.0 7.0
NGC398 01 08 53.7 +32 30 52 7.0 7.0
NGC399 01 08 59.3 +32 38 03 7.0 7.0
NGC400 01 09 02.7 +32 43 58 7.0 7.0
NGC401 01 09 07.7 +32 45 37 7.0 7.0
NGC402 01 09 13.3 +32 48 23 7.0 7.0
NGC403 01 09 14.1 +32 45 08 7.0 7.0
NGC404 01 09 26.9 +35 43 04 7.0 7.0
NGC407 01 10 36.5 +33 07 35 7.0 7.0
NGC408 01 10 51.1 +33 09 05 7.0 7.0
NGC410 01 10 58.9 +33 09 06 7.0 7.0
NGC414 01 11 17.6 +33 06 48 7.0 7.0
NGC420 01 12 09.6 +32 07 24 7.0 7.0
NGC421 01 12 14.4 +32 07 25 7.0 7.0
NGC425 01 13 02.5 +38 46 07 7.0 7.0
NGC431 01 14 04.7 +33 42 13 7.0 7.0
NGC433 01 15 09.2 +60 07 33 7.0 7.0
NGC435 01 13 59.8 +02 04 14 7.0 7.0
NGC436 01 15 57.7 +58 49 02 7.0 7.0
NGC437 01 14 21.9 +05 55 33 7.0 7.0
NGC443 01 15 06.8 +33 22 41 7.0 7.0
NGC444 01 15 49.5 +31 04 50 7.0 7.0
NGC446 01 16 03.5 +04 17 38 7.0 7.0
NGC447 01 15 37.6 +33 04 04 7.0 7.0
NGC449 01 16 07.2 +33 05 21 7.0 7.0
NGC451 01 16 12.4 +33 03 51 7.0 7.0
NGC452 01 16 14.8 +31 02 01 7.0 7.0
NGC453 01 16 17.4 +33 01 51 7.0 7.0
NGC455 01 15 57.2 +05 10 40 7.0 7.0
NGC457 01 19 32.6 +58 17 27 7.0 7.0
NGC459 01 18 08.1 +17 33 45 7.0 7.0
NGC462 01 18 11.0 +04 13 33 7.0 7.0
NGC463 01 18 58.2 +16 19 34 7.0 7.0
NGC464 01 19 26.7 +34 57 20 7.0 7.0
NGC467 01 19 10.1 +03 18 02 7.0 7.0
NGC468 01 19 48.4 +32 46 03 7.0 7.0
NGC469 01 19 32.9 +14 52 18 7.0 7.0
NGC470 01 19 44.9 +03 24 35 7.0 7.0
NGC471 01 19 59.6 +14 47 11 7.0 7.0
NGC472 01 20 28.7 +32 42 32 7.0 7.0
NGC473 01 19 54.7 +16 32 42 7.0 7.0
NGC474 01 20 06.6 +03 24 55 7.1 7.0
NGC475 01 20 02.1 +14 51 40 7.0 7.0
NGC476 01 20 19.9 +16 01 12 7.0 7.0
